loading Antonis manual QC ...
loading King's QC ...
loading struct pipeline QC ...
tagging matteo's blacklisted scans ...
518 scans accepted
258 scans rejected
should fail but pass struct pipeline:
CC00063AN06-15102
CC00067XX10-20200
CC00084XX11-31201
CC00127XX12-43200
CC00146XX15-48400
CC00155XX07-51300
CC00171XX07-56300
CC00191XX11-79600
CC00221XX07-75000
CC00236XX14-78700
CC00259XX12-85100
CC00265XX10-86901
CC00269XX14-88300
CC00298XX19-94700
CC00320XX07-102300
CC00324XX11-111200
CC00326XX13-104100
CC00328XX15-104800
CC00427XX15-130100
CC00432XX12-131800
CC00443XX15-133900
CC00468XX15-139100
CC00507XX12-148202
CC00526XX15-150500
CC00530XX11-153600
CC00554XX10-160200
CC00578AN18-164900
CC00596XX20-190100
CC00605XX11-172700
CC00605XX11-187700
CC00688XX21-199500
CC00689XX22-199800
CC00792XX18-244200
CC00833XX17-20510
CC00894XX21-3020
should pass but fail struct pipeline:
subject,session,accept,antonis1,antonis2,antonis3,kingsT1,kingsT2,structT1,structT2,matteo
CC00505XX10,146900,true,,,4,true,true,true,true,true,
CC00506XX11,147600,false,,,4,,,,,true,
CC00507XX12,148202,false,,,2,,,true,true,true,
CC00508XX13,148700,true,,,3,,,true,true,true,
CC00509XX14,148800,true,,,3,,,true,true,true,
CC00511XX08,149000,true,,,3,,,true,true,true,
CC00512XX09,150700,true,,,3,true,true,true,true,true,
CC00513XX10,150000,true,,,4,true,true,true,true,true,
CC00514XX11,151400,false,,,4,false,true,,,true,
CC00515XX12,152600,false,,,,true,true,,,true,
CC00516XX13,152902,true,,,4,true,true,true,true,true,
CC00517XX14,145000,true,,,4,,,true,true,true,
CC00517XX14,159200,true,,,3,true,true,true,true,true,
CC00518XX15,145700,true,,,4,true,true,true,true,true,
CC00518XX15,166600,true,,,4,true,true,true,true,true,
CC00520XX09,150201,true,,,3,true,true,true,true,true,
CC00525XX14,150600,true,,,4,true,true,true,true,true,
CC00525XX14,165900,true,,,4,true,true,true,true,true,
CC00526XX15,150500,false,,,2,true,true,true,true,true,
CC00526XX15,169900,true,,,4,true,true,true,true,true,
CC00527XX16,184400,true,,,,true,true,true,true,true,
CC00528XX17,183200,true,,,,true,true,true,true,true,
CC00529AN18,151300,true,,,3,,,true,true,true,
CC00529AN18,170000,true,,,4,true,true,true,true,true,
CC00529BN18,151200,true,,,4,true,true,true,true,true,
CC00529BN18,160700,false,,,,false,false,,,true,
CC00529BN18,170100,true,,,3,true,true,true,true,true,
CC00530XX11,152300,false,,,2,false,true,,,true,
CC00530XX11,153600,false,,,2,,,true,true,true,
CC00530XX11,181301,true,,,,true,true,true,true,true,
CC00532XX13,154200,true,,,3,,,true,true,true,
CC00534XX15,155100,true,,,4,true,true,true,true,true,
CC00535XX16,155600,false,4,4,4,false,true,,,true,
CC00536XX17,156900,true,,,4,,,true,true,true,
CC00537XX18,157100,false,,,3,true,true,,,true,
CC00538XX19,157200,true,,,3,true,true,true,true,true,
CC00540XX13,164400,true,,,3,true,true,true,true,true,
CC00541XX14,165500,false,,,3,false,true,,,true,
CC00542XX15,165800,true,,,3,true,true,true,true,true,
CC00543XX16,166900,false,,,3,false,true,,,true,
CC00544XX17,169300,true,,,4,true,true,true,true,true,
CC00545XX18,170400,true,,,4,true,true,true,true,true,
CC00546XX19,173100,true,,,3,false,true,true,true,true,
CC00547XX20,157300,true,,,4,true,true,true,true,true,
CC00548XX21,157400,true,,,3,true,true,true,true,true,
CC00549XX22,157600,true,,,4,true,true,true,true,true,
CC00550XX06,157800,true,,,3,true,true,true,true,true,
CC00551XX07,158001,false,,,4,true,true,,,true,
CC00552XX08,159300,true,,,4,true,true,true,true,true,
CC00553XX09,159000,true,,,4,true,true,true,true,true,
CC00554XX10,160200,false,,,1,false,true,true,true,true,
CC00555XX11,162400,true,,,3,true,true,true,true,true,
CC00556XX12,162902,true,,,4,true,true,true,true,true,
CC00557XX13,163400,false,,,3,false,true,,,true,
CC00558XX14,164100,true,,,4,true,true,true,true,true,
CC00560XX08,159800,false,,,4,false,true,,,true,
CC00561XX09,159900,false,,,3,false,true,,,true,
CC00562XX10,191900,true,,,,true,true,true,true,true,
CC00563XX11,153900,true,,,4,true,true,true,true,true,
CC00564XX12,154100,true,,,4,true,true,true,true,true,
CC00566XX14,164500,true,,,4,true,true,true,true,true,
CC00568XX16,198900,true,,,,true,true,true,true,true,
CC00569XX17,158300,true,,,4,true,true,true,true,true,
CC00569XX17,170600,true,,,4,true,true,true,true,true,
CC00570XX10,158900,true,,,4,true,true,true,true,true,
CC00571AN11,159101,true,,,4,true,true,true,true,true,
CC00572AN12,161300,false,,,3,false,true,,,true,
CC00572BN12,161400,true,,,4,true,true,true,true,true,
CC00572CN12,161200,true,,,4,true,true,true,true,true,
CC00576XX16,163200,true,,,3,true,true,true,true,true,
CC00576XX16,178200,true,,,,true,true,true,true,true,
CC00577XX17,180400,true,,,,true,true,true,true,true,
CC00578AN18,164900,false,,,4,true,true,true,true,false,
CC00578BN18,164800,true,,,4,true,true,true,true,true,
CC00579XX19,173500,false,,,,false,true,,,true,
CC00580XX12,173700,true,,,,true,true,true,true,true,
CC00581XX13,177101,true,,,,true,true,true,true,true,
CC00582XX14,178300,true,,,,true,true,true,true,true,
CC00583XX15,178600,true,,,,true,true,true,true,true,
CC00584XX16,178800,true,,,,true,true,true,true,true,
CC00585XX17,178900,true,,,,true,true,true,true,true,
CC00586XX18,179000,true,,,,true,true,true,true,true,
CC00587XX19,180300,true,,,,true,true,true,true,true,
CC00588XX20,183600,true,,,,true,true,true,true,true,
CC00589XX21,184000,true,,,,true,true,true,true,true,
CC00590XX14,187000,true,,,,true,true,true,true,true,
CC00591XX15,188600,false,,,,false,true,,,true,
CC00592XX16,188800,true,,,,true,true,true,true,true,
CC00593XX17,189401,true,,,,true,true,true,true,true,
CC00594XX18,189800,true,,,,true,true,true,true,true,
CC00595XX19,189900,true,,,,true,true,true,true,true,
CC00596XX20,190100,false,,,,false,true,true,true,true,
CC00597XX21,190200,true,,,,true,true,true,true,true,
CC00598XX22,190300,true,,,,true,true,true,true,true,
CC00600XX06,175800,true,,,,true,true,true,true,true,
CC00600XX06,192200,false,,,,true,true,,,true,
CC00603XX09,172700,false,,,1,,,,,true,
CC00605XX11,172700,false,,,,,,true,true,false,
CC00605XX11,187700,false,,,,true,true,true,true,false,
CC00607XX13,179300,true,,,,true,true,true,true,true,
CC00613XX11,181601,true,,,,true,true,true,true,true,
CC00616XX14,184700,true,,,,true,true,true,true,true,
CC00617XX15,176500,true,,,,true,true,true,true,true,
CC00617XX15,188400,true,,,,true,true,true,true,true,
CC00618XX16,177201,true,,,,true,true,true,true,true,
CC00618XX16,193600,false,,,,false,true,,,true,
CC00620XX10,210900,true,,,,true,true,true,true,true,
CC00621XX11,177900,true,,,,true,true,true,true,true,
CC00621XX11,195900,true,,,,true,true,true,true,true,
CC00622XX12,185600,true,,,,true,true,true,true,true,
CC00627XX17,180600,true,,,,true,true,true,true,true,
CC00628XX18,181800,true,,,,true,true,true,true,true,
CC00628XX18,193500,true,,,,true,true,true,true,true,
CC00629XX19,182000,true,,,,true,true,true,true,true,
CC00629XX19,198100,true,,,,true,true,true,true,true,
CC00630XX12,182500,false,,,,false,true,,,true,
CC00632XX14,183300,true,,,,true,true,true,true,true,
CC00632XX14,196000,true,,,,true,true,true,true,true,
CC00634AN16,184100,true,,,,true,true,true,true,true,
CC00637XX19,195700,false,,,,false,true,,,true,
CC00639XX21,216800,true,,,,true,true,true,true,true,
CC00642XX16,218100,false,,,,false,true,,,true,
CC00647XX21,190801,true,,,,true,true,true,true,true,
CC00648XX22,191100,true,,,,true,true,true,true,true,
CC00648XX22,204400,true,,,,true,true,true,true,true,
CC00649XX23,191201,true,,,,true,true,true,true,true,
CC00650XX07,218007,true,,,,true,true,true,true,true,
CC00652XX09,191600,true,,,,true,true,true,true,true,
CC00653XX10,191801,true,,,,true,true,true,true,true,
CC00654XX11,192000,true,,,,true,true,true,true,true,
CC00655XX12,215600,false,,,,false,true,,,true,
CC00656XX13,217601,true,,,,true,true,true,true,true,
CC00657XX14,193700,true,,,,true,true,true,true,true,
CC00657XX14,212200,true,,,,true,true,true,true,true,
CC00660XX09,215900,true,,,,true,true,true,true,true,
CC00661XX10,195801,true,,,,true,true,true,true,true,
CC00661XX10,209600,true,,,,true,true,true,true,true,
CC00663XX12,195000,false,,,,true,true,,,true,
CC00664XX13,195200,true,,,,true,true,true,true,true,
CC00666XX15,198200,true,,,,true,true,true,true,true,
CC00666XX15,212100,true,,,,true,true,true,true,true,
CC00667XX16,196800,true,,,,true,true,true,true,true,
CC00668XX17,220700,false,,,,false,true,,,true,
CC00669XX18,214300,true,,,,true,true,true,true,true,
CC00670XX11,197200,true,,,,true,true,true,true,true,
CC00671XX12,197400,false,,,,true,true,,,true,
CC00672AN13,197601,true,,,,true,true,true,true,true,
CC00672BN13,200000,true,,,,true,true,true,true,true,
CC00672BN13,214800,true,,,,true,true,true,true,true,
CC00675XX16,219100,true,,,,true,true,true,true,true,
CC00685XX18,226100,true,,,,true,true,true,true,true,
CC00686XX19,198800,true,,,,true,true,true,true,true,
CC00686XX19,209100,true,,,,true,true,true,true,true,
CC00687XX20,199000,true,,,,true,true,true,true,true,
CC00688XX21,199500,false,,,,false,true,true,true,true,
CC00688XX21,205500,true,,,,true,true,true,true,true,
CC00689XX22,199800,false,,,,true,true,true,true,false,
CC00689XX22,207400,true,,,,true,true,true,true,true,
CC00692XX17,200301,false,,,,false,true,,,true,
CC00693XX18,201000,true,,,,true,true,true,true,true,
CC00694XX19,201800,true,,,,true,true,true,true,true,
CC00694XX19,228100,true,,,,true,true,true,true,true,
CC00695XX20,202600,true,,,,true,true,true,true,true,
CC00697XX22,219701,false,,,,true,true,,,true,
CC00698XX23,220400,false,,,,true,true,,,true,
CC00702AN09,204600,true,,,,true,true,true,true,true,
CC00702BN09,204500,true,,,,true,true,true,true,true,
CC00703XX10,206101,true,,,,true,true,true,true,true,
CC00705XX12,226000,true,,,,true,true,true,true,true,
CC00708XX15,207500,false,,,,false,true,,,true,
CC00712XX11,221400,false,,,,true,true,,,true,
CC00712XX11,232701,true,,,,true,true,true,true,true,
CC00713XX12,229000,true,,,,true,true,true,true,true,
CC00714XX13,240900,true,,,,true,true,true,true,true,
CC00716XX15,222800,true,,,,true,true,true,true,true,
CC00718XX17,210400,true,,,,true,true,true,true,true,
CC00718XX17,235300,false,,,,false,true,,,true,
CC00719XX18,210600,true,,,,true,true,true,true,true,
CC00720XX11,211101,true,,,,true,true,true,true,true,
CC00723XX14,211900,true,,,,true,true,true,true,true,
CC00723XX14,224100,true,,,,true,true,true,true,true,
CC00728AN19,214100,true,,,,true,true,true,true,true,
CC00731XX14,214500,true,,,,true,true,true,true,true,
CC00733XX16,215400,false,,,,false,true,,,true,
CC00734XX17,216900,true,,,,true,true,true,true,true,
CC00735XX18,222201,true,,,,true,true,true,true,true,
CC00736XX19,247000,false,,,,false,true,,,true,
CC00737XX20,244300,false,,,,false,true,,,true,
CC00740XX15,238400,true,,,,true,true,true,true,true,
CC00741XX16,218900,false,,,,true,true,,,true,
CC00744XX19,221001,true,,,,true,true,true,true,true,
CC00747XX22,222000,true,,,,true,true,true,true,true,
CC00747XX22,238600,true,,,,true,true,true,true,true,
CC00749XX24,2600,true,,,,true,true,true,true,true,
CC00753XX11,223600,true,,,,true,true,true,true,true,
CC00754AN12,223800,true,,,,true,true,true,true,true,
CC00754BN12,223701,true,,,,true,true,true,true,true,
CC00757XX15,12010,true,,,,true,true,true,true,true,
CC00760XX10,229500,true,,,,true,true,true,true,true,
CC00764AN14,231800,true,,,,true,true,true,true,true,
CC00764BN14,231702,true,,,,true,true,true,true,true,
CC00765XX15,8210,true,,,,true,true,true,true,true,
CC00766XX16,4200,true,,,,true,true,true,true,true,
CC00768XX18,236400,true,,,,true,true,true,true,true,
CC00769XX19,4400,false,,,,false,true,,,true,
CC00769XX19,6410,false,,,,true,false,,,true,
CC00770XX12,1100,true,,,,true,true,true,true,true,
CC00770XX12,238000,true,,,,true,true,true,true,true,
CC00771XX13,17710,true,,,,true,true,true,true,true,
CC00777XX19,239102,true,,,,true,true,true,true,true,
CC00782XX16,240100,true,,,,true,true,true,true,true,
CC00783XX17,15910,false,,,,false,true,,,true,
CC00785XX19,240700,false,,,,true,true,,,true,
CC00787XX21,19010,true,,,,true,true,true,true,true,
CC00788XX22,243000,true,,,,true,true,true,true,true,
CC00789XX23,21110,false,,,,false,true,,,true,
CC00791XX17,27611,true,,,,true,true,true,true,true,
CC00792XX18,1800,true,,,,true,true,true,true,true,
CC00792XX18,244200,false,,,,false,true,true,true,true,
CC00793XX19,28610,false,,,,false,true,,,true,
CC00796XX22,245100,false,,,,true,true,,,true,
CC00797XX23,12110,true,,,,true,true,true,true,true,
CC00797XX23,6210,true,,,,true,true,true,true,true,
CC00798XX24,245400,true,,,,true,true,true,true,true,
CC00799XX25,23810,true,,,,true,true,true,true,true,
CC00801XX09,29510,true,,,,true,true,true,true,true,
CC00802XX10,1000,true,,,,true,true,true,true,true,
CC00802XX10,11210,false,,,,false,true,,,true,
CC00803XX11,2700,false,,,,false,true,,,true,
CC00804XX12,900,false,,,,false,true,,,true,
CC00804XX12,9310,true,,,,true,true,true,true,true,
CC00805XX13,1700,true,,,,true,true,true,true,true,
CC00805XX13,24210,true,,,,true,true,true,true,true,
CC00810XX10,29010,true,,,,true,true,true,true,true,
CC00811XX11,6310,false,,,,false,true,,,true,
CC00815XX15,4120,true,,,,true,true,true,true,true,
CC00816XX16,40010,true,,,,true,true,true,true,true,
CC00818XX18,4020,true,,,,true,true,true,true,true,
CC00822XX14,15710,true,,,,true,true,true,true,true,
CC00823XX15,15810,true,,,,true,true,true,true,true,
CC00823XX15,27810,false,,,,false,true,,,true,
CC00824XX16,38310,false,,,,true,true,,,true,
CC00829XX21,17610,true,,,,true,true,true,true,true,
CC00829XX21,27411,true,,,,true,true,true,true,true,
CC00830XX14,18910,true,,,,true,true,true,true,true,
CC00830XX14,30710,true,,,,true,true,true,true,true,
CC00832XX16,630,false,,,,false,true,,,true,
CC00833XX17,20510,false,,,,false,true,true,true,true,
CC00834XX18,21210,true,,,,true,true,true,true,true,
CC00838XX22,21910,true,,,,true,true,true,true,true,
CC00838XX22,30610,true,,,,true,true,true,true,true,
CC00839XX23,23710,false,,,,false,true,,,true,
CC00840XX16,24910,true,,,,true,true,true,true,true,
CC00841XX17,1730,false,,,,true,true,,,true,
CC00843XX19,4330,true,,,,true,true,true,true,true,
CC00845AN21,26510,true,,,,true,true,true,true,true,
CC00845AN21,32010,true,,,,true,true,true,true,true,
CC00845BN21,26410,true,,,,true,true,true,true,true,
CC00845BN21,32110,true,,,,true,true,true,true,true,
CC00846XX22,26710,true,,,,true,true,true,true,true,
CC00847XX23,26910,false,,,,false,true,,,true,
CC00850XX09,4930,true,,,,true,true,true,true,true,
CC00851XX10,42010,false,,,,false,true,,,true,
CC00852XX11,28210,true,,,,true,true,true,true,true,
CC00853XX12,7330,true,,,,true,true,true,true,true,
CC00854XX13,41810,false,,,,false,true,,,true,
CC00855XX14,30210,true,,,,true,true,true,true,true,
CC00855XX14,530,false,,,,true,true,,,true,
CC00856XX15,15330,false,,,,true,true,,,true,
CC00858XX17,32210,true,,,,true,true,true,true,true,
CC00860XX11,7030,true,,,,true,true,true,true,true,
CC00861XX12,20830,false,,,,true,true,,,true,
CC00863XX14,34810,true,,,,true,true,true,true,true,
CC00865XX16,12330,false,,,,true,true,,,true,
CC00867XX18,37111,true,,,,true,true,true,true,true,
CC00867XX18,8930,false,,,,true,true,,,true,
CC00868XX19,16530,false,,,,true,true,,,true,
CC00870XX13,21830,false,,,,false,true,,,true,
CC00871XX14,38810,true,,,,true,true,true,true,true,
CC00874XX17,18630,false,,,,false,true,,,true,
CC00875XX18,16630,false,,,,true,true,,,true,
CC00876XX19,17931,false,,,,true,true,,,true,
CC00879XX22,5230,false,,,,false,true,,,true,
CC00879XX22,7430,true,,,,true,true,true,true,true,
CC00880XX15,29030,false,,,,false,true,,,true,
CC00881XX16,20230,false,,,,true,true,,,true,
CC00882XX17,13030,false,,,,true,true,,,true,
CC00883XX18,14430,false,,,,false,true,,,true,
CC00884XX19,17230,false,,,,true,true,,,true,
CC00885XX20,1520,false,,,,false,true,,,true,
CC00886XX21,18030,false,,,,true,true,,,true,
CC00889AN24,2220,true,,,,true,true,true,true,true,
CC00889AN24,9230,false,,,,true,true,,,true,
CC00889BN24,2320,true,,,,true,true,true,true,true,
CC00889BN24,9300,false,,,,true,true,,,true,
CC00890XX17,13330,false,,,,true,true,,,true,
CC00891XX18,30630,false,,,,true,true,,,true,
CC00894XX21,3020,false,,,,true,true,true,true,false,
CC00897XX24,32830,false,,,,false,true,,,true,
CC00898XX25,33330,false,,,,false,false,,,true,
CC00904XX13,31830,false,,,,false,true,,,true,
CC00907XX16,19230,false,,,,false,true,,,true,
CC00907XX16,4230,true,,,,true,true,true,true,true,
CC00908XX17,37030,false,,,,true,true,,,true,
CC00909XX18,43730,false,,,,true,true,,,true,
CC00911XX12,18830,false,,,,true,true,,,true,
CC00914XX15,30100,false,,,,true,true,,,true,
CC00915XX16,18530,false,,,,true,true,,,true,
CC00917XX18,39130,false,,,,true,true,,,true,
CC00919XX20,23630,false,,,,false,true,,,true,
CC00919XX20,7830,false,,,,true,true,,,true,
CC00922XX15,44730,false,,,,false,true,,,true,
CC00923XX16,48430,false,,,,true,true,,,true,
CC00924XX17,36330,false,,,,true,true,,,true,
CC00925XX18,46230,false,,,,true,true,,,true,
CC00928XX21,37430,false,,,,true,true,,,true,
CC00930XX15,43930,false,,,,true,true,,,true,
CC00933XX18,10830,false,,,,true,true,,,true,
CC00933XX18,20530,false,,,,true,true,,,true,
CC00935XX20,48030,false,,,,false,true,,,true,
CC00936XX21,11431,false,,,,true,true,,,true,
CC00936XX21,41130,false,,,,false,true,,,true,
CC00938XX23,47931,false,,,,true,true,,,true,
CC00939XX24,36230,false,,,,true,true,,,true,
CC00940XX17,44030,false,,,,false,true,,,true,
CC00945AN22,13730,false,,,,true,true,,,true,
CC00945BN22,14330,false,,,,true,true,,,true,
CC00946XX23,15230,false,,,,true,true,,,true,
CC00946XX23,26330,false,,,,true,true,,,true,
CC00947XX24,43430,false,,,,true,true,,,true,
CC00948XX25,30030,false,,,,true,true,,,true,
CC00954XX14,18930,false,,,,true,true,,,true,
CC00954XX14,35030,false,,,,true,true,,,true,
CC00955XX15,21030,false,,,,true,true,,,true,
CC00955XX15,39730,false,,,,true,true,,,true,
CC00956XX26,37730,false,,,,true,true,,,true,
CC00957XX17,43130,false,,,,true,true,,,true,
CC00958XX18,40630,false,,,,true,true,,,true,
CC00961XX13,44630,false,,,,true,true,,,true,
CC00964XX16,21430,false,,,,true,true,,,true,
CC00966XX18,46430,false,,,,false,true,,,true,
CC00971XX15,45431,false,,,,true,true,,,true,
CC00974XX18,46931,false,,,,false,true,,,true,
CC00979XX23,25330,false,,,,false,true,,,true,
CC00986AN22,26730,false,,,,true,true,,,true,
CC00986AN22,41730,false,,,,true,true,,,true,
CC00986BN22,26830,false,,,,true,true,,,true,
CC00986BN22,41830,false,,,,true,true,,,true,
CC00997BN25,33630,false,,,,true,true,,,true,
CC00998AN26,34030,false,,,,true,true,,,true,
CC00998BN26,33930,false,,,,true,true,,,true,
CC01005XX07,36930,false,,,,true,true,,,true,
CC01005XX07,49930,false,,,,true,true,,,true,
CC01006XX08,38531,false,,,,true,true,,,true,
CC01009XX11,39030,false,,,,true,true,,,true,
CC01018XX12,46130,false,,,,true,true,,,true,
CC01025XX11,50230,false,,,,false,true,,,true,
