loading Antonis manual QC ...
loading King's QC ...
loading struct pipeline QC ...
tagging matteo's blacklisted scans ...
loading matteo's QC ...
820 matteo successes
loading sean's QC ...
590 sean successes
finding images in struct output with at least T2 ...
669 struct pipeline successes
920 scans
352 scans accepted
568 scans rejected
subject,session,accept,antonis1,antonis2,antonis3,antonis,has_struct,matteo,matteo_qc,sean_qc
CC00538XX19,157200,false,,,3,true,true,,false,true,
CC00540XX13,164400,true,,,3,true,true,,true,true,
CC00541XX14,165500,false,,,3,true,true,,false,true,
CC00542XX15,165800,true,,,3,true,true,,true,true,
CC00543XX16,166900,false,,,3,true,true,,false,,
CC00544XX17,169300,true,,,4,true,true,,true,true,
CC00545XX18,170400,true,,,4,true,true,,true,true,
CC00546XX19,173100,true,,,3,true,true,,true,true,
CC00547XX20,157300,true,,,4,true,true,,true,true,
CC00548XX21,157400,true,,,3,true,true,,true,true,
CC00549XX22,157600,true,,,4,true,true,,true,true,
CC00550XX06,157800,true,,,3,true,true,,true,true,
CC00551XX07,158001,false,,,4,true,,,false,,
CC00552XX08,159300,true,,,4,true,true,,true,true,
CC00553XX09,159000,true,,,4,true,true,,true,true,
CC00554XX10,160200,false,,,1,false,true,,true,true,
CC00555XX11,162400,true,,,3,true,true,,true,true,
CC00556XX12,162902,true,,,4,true,true,,true,true,
CC00557XX13,163400,false,,,3,true,,,false,,
CC00558XX14,164100,true,,,4,true,true,,true,true,
CC00560XX08,159800,false,,,4,true,true,,false,true,
CC00561XX09,159900,true,,,3,true,true,,true,true,
CC00562XX10,153500,false,,,,,,,false,,
CC00562XX10,176401,false,,,,,,,false,,
CC00562XX10,191900,,,,,,true,,true,true,
CC00563XX11,153900,true,,,4,true,true,,true,true,
CC00564XX12,154100,true,,,4,true,true,,true,true,
CC00566XX14,164500,false,,,4,true,true,,false,true,
CC00568XX16,159500,false,,,,,,,false,,
CC00568XX16,183100,false,,,,,,,false,,
CC00568XX16,198900,,,,,,true,,true,true,
CC00569XX17,158300,true,,,4,true,true,,true,true,
CC00569XX17,170600,true,,,4,true,true,,true,true,
CC00570XX10,158900,true,,,4,true,true,,true,true,
CC00571AN11,159101,true,,,4,true,true,,true,true,
CC00572AN12,161300,false,,,3,true,true,,false,,
CC00572BN12,161400,false,,,4,true,true,,false,true,
CC00572CN12,161200,true,,,4,true,true,,true,true,
CC00576XX16,163200,true,,,3,true,true,,true,true,
CC00576XX16,178200,,,,,,true,,true,true,
CC00577XX17,180400,,,,,,true,,true,true,
CC00578AN18,164900,false,,,4,true,true,false,false,true,
CC00578BN18,164800,true,,,4,true,true,,true,true,
CC00579XX19,173500,false,,,,,,,false,,
CC00580XX12,173700,,,,,,true,,true,true,
CC00581XX13,177101,,,,,,true,,true,true,
CC00582XX14,178300,,,,,,true,,true,true,
CC00583XX15,178600,false,,,,,true,,true,,
CC00584XX16,178800,,,,,,true,,true,true,
CC00585XX17,178900,,,,,,true,,true,true,
CC00586XX18,179000,,,,,,true,,true,true,
CC00587XX19,180300,,,,,,true,,true,true,
CC00588XX20,183600,,,,,,true,,true,true,
CC00589XX21,184000,,,,,,true,,true,true,
CC00590XX14,187000,,,,,,true,,true,true,
CC00591XX15,188600,false,,,,,true,,false,,
CC00592XX16,188800,,,,,,true,,true,true,
CC00593XX17,189401,,,,,,true,,true,true,
CC00594XX18,189800,,,,,,true,,true,true,
CC00595XX19,189900,,,,,,true,,true,true,
CC00596XX20,190100,,,,,,true,,true,true,
CC00597XX21,190200,,,,,,true,,true,true,
CC00598XX22,190300,,,,,,true,,true,true,
CC00600XX06,167800,false,,,,,,,false,,
CC00600XX06,175800,,,,,,true,,true,true,
CC00600XX06,192200,,,,,,true,,true,true,
CC00603XX09,172700,false,,,1,false,,,,,
CC00605XX11,172700,,,,,,true,false,true,true,
CC00605XX11,187700,,,,,,true,false,true,true,
CC00607XX13,172401,false,,,,,,,false,,
CC00607XX13,179300,,,,,,true,,true,true,
CC00613XX11,177502,false,,,,,,,false,,
CC00613XX11,181601,,,,,,true,,true,true,
CC00616XX14,184700,,,,,,true,,true,true,
CC00617XX15,176500,,,,,,true,,true,true,
CC00617XX15,188400,,,,,,true,,true,true,
CC00618XX16,177201,false,,,,,true,,false,true,
CC00618XX16,193600,false,,,,,true,,false,true,
CC00620XX10,177500,false,,,,,,,false,,
CC00620XX10,210900,,,,,,true,,true,true,
CC00621XX11,177900,,,,,,true,,true,true,
CC00621XX11,195900,,,,,,true,,true,true,
CC00622XX12,181004,false,,,,,,,false,,
CC00622XX12,185600,,,,,,true,,true,true,
CC00627XX17,180600,,,,,,true,,true,true,
CC00628XX18,181800,,,,,,true,,true,true,
CC00628XX18,193500,,,,,,true,,true,true,
CC00629XX19,182000,false,,,,,true,,false,,
CC00629XX19,198100,,,,,,true,,true,true,
CC00630XX12,182500,false,,,,,true,,false,true,
CC00632XX14,183300,,,,,,true,,true,true,
CC00632XX14,196000,,,,,,true,,true,true,
CC00634AN16,184100,false,,,,,true,,false,true,
CC00637XX19,195700,,,,,,true,,true,true,
CC00639XX21,195601,false,,,,,,,false,,
CC00639XX21,216800,,,,,,true,,true,true,
CC00642XX16,188100,false,,,,,,,false,,
CC00642XX16,218100,,,,,,true,,true,true,
CC00647XX21,190801,,,,,,true,,true,true,
CC00648XX22,191100,,,,,,true,,true,true,
CC00648XX22,204400,,,,,,true,,true,true,
CC00649XX23,191201,,,,,,true,,true,true,
CC00650XX07,191501,false,,,,,,,false,,
CC00650XX07,218007,,,,,,true,,true,true,
CC00652XX09,191600,,,,,,true,,true,true,
CC00653XX10,191801,,,,,,true,,true,true,
CC00654XX11,192000,,,,,,true,,true,true,
CC00655XX12,192100,false,,,,,,,false,,
CC00655XX12,215600,false,,,,,,,false,,
CC00656XX13,192101,false,,,,,,,false,,
CC00656XX13,217601,,,,,,true,,true,true,
CC00657XX14,193700,,,,,,true,,true,true,
CC00657XX14,212200,,,,,,true,,true,true,
CC00660XX09,215900,,,,,,true,,true,true,
CC00661XX10,195801,,,,,,true,,true,true,
CC00661XX10,209600,,,,,,true,,true,true,
CC00663XX12,195000,false,,,,,,,false,,
CC00664XX13,195200,,,,,,true,,true,true,
CC00666XX15,198200,false,,,,,true,,false,true,
CC00666XX15,212100,,,,,,true,,true,true,
CC00667XX16,196800,,,,,,true,,true,true,
CC00668XX17,220700,false,,,,,true,,false,true,
CC00669XX18,196700,false,,,,,,,false,,
CC00669XX18,214300,,,,,,true,,true,true,
CC00670XX11,197200,,,,,,true,,true,true,
CC00671XX12,197400,,,,,,true,,true,true,
CC00672AN13,197601,,,,,,true,,true,true,
CC00672AN13,214900,false,,,,,true,,false,true,
CC00672BN13,200000,,,,,,true,,true,true,
CC00672BN13,214800,,,,,,true,,true,true,
CC00675XX16,200100,false,,,,,,,false,,
CC00675XX16,219100,,,,,,true,,true,true,
CC00685XX18,205000,false,,,,,,,false,,
CC00685XX18,226100,,,,,,true,,true,true,
CC00686XX19,198800,,,,,,true,,true,true,
CC00686XX19,209100,,,,,,true,,true,true,
CC00687XX20,199000,false,,,,,true,,false,true,
CC00688XX21,199500,,,,,,true,,true,true,
CC00688XX21,205500,,,,,,true,,true,true,
CC00689XX22,199800,,,,,,true,false,true,true,
CC00689XX22,207400,,,,,,true,,true,true,
CC00692XX17,200301,false,,,,,true,,false,true,
CC00693XX18,201000,,,,,,true,,true,true,
CC00694XX19,201800,false,,,,,true,,false,true,
CC00694XX19,228100,,,,,,true,,true,true,
CC00695XX20,202600,,,,,,true,,true,true,
CC00697XX22,206000,false,,,,,,,false,,
CC00697XX22,219701,false,,,,,,,false,,
CC00698XX23,206500,false,,,,,,,false,,
CC00698XX23,220400,,,,,,true,,true,true,
CC00702AN09,204600,,,,,,true,,true,true,
CC00702BN09,204500,false,,,,,true,,false,true,
CC00703XX10,206101,,,,,,true,,true,true,
CC00705XX12,208202,false,,,,,,,false,,
CC00705XX12,226000,,,,,,true,,true,true,
CC00708XX15,207500,false,,,,,true,,false,true,
CC00712XX11,213801,false,,,,,,,false,,
CC00712XX11,221400,,,,,,true,,true,true,
CC00712XX11,232701,,,,,,true,,true,true,
CC00713XX12,229000,,,,,,true,,true,true,
CC00714XX13,240900,,,,,,true,,true,true,
CC00716XX15,222800,,,,,,true,,true,true,
CC00718XX17,210400,false,,,,,true,,false,true,
CC00718XX17,235300,,,,,,true,,true,true,
CC00719XX18,210600,,,,,,true,,true,true,
CC00720XX11,211101,,,,,,true,,true,true,
CC00723XX14,211900,,,,,,true,,true,true,
CC00723XX14,224100,,,,,,true,,true,true,
CC00728AN19,214100,false,,,,,true,,false,,
CC00731XX14,214500,,,,,,true,,true,true,
CC00733XX16,215400,false,,,,,,,false,,
CC00734XX17,216900,,,,,,true,,true,true,
CC00735XX18,222201,,,,,,true,,true,true,
CC00736XX19,247000,,,,,,true,,true,true,
CC00737XX20,244300,,,,,,true,,true,true,
CC00740XX15,224001,false,,,,,,,false,,
CC00740XX15,238400,,,,,,true,,true,true,
CC00741XX16,218900,false,,,,,,,false,,
CC00744XX19,221001,,,,,,true,,true,true,
CC00747XX22,222000,,,,,,true,,true,true,
CC00747XX22,238600,,,,,,true,,true,true,
CC00749XX24,230201,false,,,,,,,false,,
CC00749XX24,2600,false,,,,,true,,false,true,
CC00753XX11,223600,false,,,,,true,,false,true,
CC00754AN12,223800,,,,,,true,,true,true,
CC00754BN12,223701,,,,,,true,,true,true,
CC00757XX15,12010,,,,,,true,,true,true,
CC00757XX15,233100,false,,,,,,,false,,
CC00760XX10,229500,,,,,,true,,true,true,
CC00764AN14,231800,,,,,,true,,true,true,
CC00764BN14,231702,false,,,,,true,,true,,
CC00765XX15,214600,false,,,,,,,false,,
CC00765XX15,8210,,,,,,true,,true,true,
CC00766XX16,241201,false,,,,,,,false,,
CC00766XX16,4200,,,,,,true,,true,true,
CC00768XX18,236400,,,,,,true,,true,true,
CC00769XX19,241202,false,,,,,,,false,,
CC00769XX19,4400,false,,,,,true,,false,true,
CC00769XX19,6410,false,,,,,,,false,,
CC00770XX12,1100,,,,,,true,,true,true,
CC00770XX12,238000,,,,,,true,,true,true,
CC00771XX13,17710,,,,,,true,,true,true,
CC00771XX13,245301,false,,,,,,,false,,
CC00777XX19,239102,,,,,,true,,true,true,
CC00782XX16,240100,,,,,,true,,true,true,
CC00783XX17,1301,false,,,,,,,false,,
CC00783XX17,15910,false,,,,,true,,false,,
CC00785XX19,240700,false,,,,,true,,true,,
CC00787XX21,1000,false,,,,,,,false,,
CC00787XX21,19010,,,,,,true,,true,true,
CC00788XX22,243000,,,,,,true,,true,true,
CC00789XX23,21110,,,,,,true,,true,true,
CC00789XX23,2901,false,,,,,,,false,,
CC00791XX17,27611,,,,,,true,,true,true,
CC00791XX17,2801,false,,,,,,,false,,
CC00792XX18,1800,,,,,,true,,true,true,
CC00792XX18,244200,,,,,,true,,true,true,
CC00793XX19,28610,false,,,,,true,,true,,
CC00793XX19,500,false,,,,,,,false,,
CC00796XX22,245100,false,,,,,,,false,,
CC00797XX23,12110,,,,,,true,,true,true,
CC00797XX23,3500,false,,,,,,,false,,
CC00797XX23,6210,,,,,,true,,true,true,
CC00798XX24,245400,,,,,,true,,true,true,
CC00799XX25,23810,,,,,,true,,true,true,
CC00799XX25,4610,false,,,,,,,false,,
CC00801XX09,29510,,,,,,true,,true,true,
CC00801XX09,8411,false,,,,,,,false,,
CC00802XX10,1000,,,,,,true,,true,true,
CC00802XX10,11210,false,,,,,true,,false,,
CC00803XX11,2700,false,,,,,true,,false,true,
CC00804XX12,900,false,,,,,true,,false,true,
CC00804XX12,9310,false,,,,,true,,true,,
CC00805XX13,1700,false,,,,,true,,false,true,
CC00805XX13,24210,,,,,,true,,true,true,
CC00810XX10,16910,false,,,,,,,false,,
CC00810XX10,29010,,,,,,true,,true,true,
CC00811XX11,6310,false,,,,,true,,false,,
CC00815XX15,20211,false,,,,,,,false,,
CC00815XX15,4120,,,,,,true,,true,true,
CC00816XX16,11710,false,,,,,,,false,,
CC00816XX16,40010,,,,,,true,,true,true,
CC00818XX18,17210,false,,,,,,,false,,
CC00818XX18,28910,false,,,,,,,false,,
CC00818XX18,4020,,,,,,true,,true,true,
CC00822XX14,15710,,,,,,true,,true,true,
CC00823XX15,15810,,,,,,true,,true,true,
CC00823XX15,27810,,,,,,true,,true,true,
CC00824XX16,16310,false,,,,,,,false,,
CC00824XX16,38310,false,,,,,true,,true,,
CC00829XX21,17610,,,,,,true,,true,true,
CC00829XX21,27411,,,,,,true,,true,true,
CC00830XX14,18910,,,,,,true,,true,true,
CC00830XX14,30710,,,,,,true,,true,true,
CC00832XX16,24010,false,,,,,,,false,,
CC00832XX16,630,false,,,,,true,,false,,
CC00833XX17,20510,false,,,,,true,,true,,
CC00834XX18,21210,false,,,,,true,,false,true,
CC00838XX22,21910,,,,,,true,,true,true,
CC00838XX22,30610,,,,,,true,,true,true,
CC00839XX23,23710,false,,,,,true,,false,true,
CC00840XX16,24910,,,,,,true,,true,true,
CC00841XX17,1730,false,,,,,,,,,
CC00841XX17,27310,false,,,,,,,false,,
CC00843XX19,30010,false,,,,,,,false,,
CC00843XX19,4330,,,,,,true,,true,true,
CC00845AN21,26510,,,,,,true,,true,true,
CC00845AN21,32010,,,,,,true,,true,true,
CC00845BN21,26410,,,,,,true,,true,true,
CC00845BN21,32110,,,,,,true,,true,true,
CC00846XX22,26710,,,,,,true,,true,true,
CC00847XX23,26910,false,,,,,true,,false,true,
CC00850XX09,33010,false,,,,,,,false,,
CC00850XX09,4930,,,,,,true,,true,true,
CC00851XX10,28110,false,,,,,,,false,,
CC00851XX10,42010,,,,,,true,,true,true,
CC00852XX11,28210,,,,,,true,,true,true,
CC00853XX12,33911,false,,,,,,,false,,
CC00853XX12,7330,,,,,,true,,true,true,
CC00854XX13,33310,false,,,,,,,false,,
CC00854XX13,41810,false,,,,,true,,false,true,
CC00855XX14,30210,,,,,,true,,true,true,
CC00855XX14,530,,,,,,true,,true,true,
CC00856XX15,15330,false,,,,,,,false,,
CC00856XX15,34610,false,,,,,,,false,,
CC00856XX15,3530,false,,,,,,,false,,
CC00858XX17,32210,,,,,,true,,true,true,
CC00860XX11,39012,false,,,,,,,false,,
CC00860XX11,7030,,,,,,true,,true,true,
CC00861XX12,20830,false,,,,,,,,,
CC00861XX12,43210,false,,,,,,,false,,
CC00863XX14,34810,false,,,,,true,,false,true,
CC00865XX16,12330,false,,,,,,,false,,
CC00865XX16,621,false,,,,,,,false,,
CC00867XX18,37111,false,,,,,true,,false,true,
CC00867XX18,8930,false,,,,,,,false,,
CC00868XX19,16530,false,,,,,,,false,,
CC00868XX19,39511,false,,,,,,,false,,
CC00870XX13,21830,false,,,,,,,,,
CC00870XX13,4421,false,,,,,,,false,,
CC00871XX14,38810,,,,,,true,,true,true,
CC00874XX17,18630,false,,,,,,,false,,
CC00874XX17,42510,false,,,,,,,false,,
CC00875XX18,16630,false,,,,,,,false,,
CC00875XX18,2521,false,,,,,,,false,,
CC00876XX19,17931,false,,,,,,,false,,
CC00876XX19,43611,false,,,,,,,false,,
CC00879XX22,1020,false,,,,,,,false,,
CC00879XX22,5230,false,,,,,true,,false,,
CC00879XX22,7430,,,,,,true,,true,true,
CC00880XX15,29030,false,,,,,,,,,
CC00880XX15,4221,false,,,,,,,false,,
CC00881XX16,20230,false,,,,,,,,,
CC00881XX16,4222,false,,,,,,,false,,
CC00882XX17,13030,false,,,,,,,false,,
CC00882XX17,731,false,,,,,,,false,,
CC00883XX18,14430,false,,,,,,,false,,
CC00883XX18,1821,false,,,,,,,false,,
CC00884XX19,17230,false,,,,,,,false,,
CC00884XX19,2530,false,,,,,,,false,,
CC00885XX20,1520,false,,,,,true,,false,,
CC00886XX21,18030,false,,,,,,,false,,
CC00886XX21,3520,false,,,,,,,false,,
CC00889AN24,2220,,,,,,true,,true,true,
CC00889AN24,9230,false,,,,,,,false,,
CC00889BN24,2320,false,,,,,true,,true,,
CC00889BN24,9300,false,,,,,,,false,,
CC00890XX17,13330,false,,,,,,,false,,
CC00890XX17,732,false,,,,,,,false,,
CC00891XX18,30630,false,,,,,,,,,
CC00891XX18,3731,false,,,,,,,false,,
CC00894XX21,3020,,,,,,true,false,true,true,
CC00897XX24,32830,false,,,,,,,,,
CC00897XX24,6230,false,,,,,,,false,,
CC00898XX25,33330,false,,,,,,,,,
CC00898XX25,6231,false,,,,,,,false,,
CC00904XX13,31830,false,,,,,,,,,
CC00904XX13,3930,false,,,,,,,false,,
CC00907XX16,19230,false,,,,,,,false,,
CC00907XX16,4230,,,,,,true,,true,true,
CC00908XX17,37030,false,,,,,,,,,
CC00909XX18,43730,false,,,,,,,,,
CC00911XX12,18830,false,,,,,,,false,,
CC00911XX12,5130,false,,,,,,,false,,
CC00914XX15,30100,false,,,,,,,,,
CC00914XX15,9130,false,,,,,,,false,,
CC00915XX16,10031,false,,,,,,,false,,
CC00915XX16,18530,false,,,,,,,false,,
CC00917XX18,39130,false,,,,,,,,,
CC00919XX20,23630,false,,,,,,,,,
CC00919XX20,7830,false,,,,,,,false,,
CC00922XX15,44730,false,,,,,,,,,
CC00923XX16,48430,false,,,,,,,,,
CC00924XX17,36330,false,,,,,,,,,
CC00925XX18,46230,false,,,,,,,,,
CC00928XX21,37430,false,,,,,,,,,
CC00930XX15,43930,false,,,,,,,,,
CC00933XX18,10830,false,,,,,,,false,,
CC00933XX18,20530,false,,,,,,,,,
CC00935XX20,48030,false,,,,,,,,,
CC00936XX21,11431,false,,,,,,,false,,
CC00936XX21,41130,false,,,,,,,,,
CC00938XX23,47931,false,,,,,,,,,
CC00939XX24,36230,false,,,,,,,,,
CC00940XX17,44030,false,,,,,,,,,
CC00945AN22,13730,false,,,,,,,false,,
CC00945BN22,14330,false,,,,,,,false,,
CC00946XX23,15230,false,,,,,,,false,,
CC00946XX23,26330,false,,,,,,,,,
CC00947XX24,43430,false,,,,,,,,,
CC00948XX25,30030,false,,,,,,,,,
CC00949XX26,55630,false,,,,,,,,,
CC00954XX14,18930,false,,,,,,,false,,
CC00954XX14,35030,false,,,,,,,,,
CC00955XX15,21030,false,,,,,,,,,
CC00955XX15,39730,false,,,,,,,,,
CC00956XX26,37730,false,,,,,,,,,
CC00957XX17,43130,false,,,,,,,,,
CC00958XX18,40630,false,,,,,,,,,
CC00961XX13,44630,false,,,,,,,,,
CC00962XX14,57830,false,,,,,,,,,
CC00964XX16,21430,false,,,,,,,,,
CC00966XX18,46430,false,,,,,,,,,
CC00967XX19,58330,false,,,,,,,,,
CC00971XX15,45431,false,,,,,,,,,
CC00973XX17,66030,false,,,,,,,,,
CC00974XX18,46931,false,,,,,,,,,
CC00976XX20,64331,false,,,,,,,,,
CC00979XX23,25330,false,,,,,,,,,
CC00980XX16,66630,false,,,,,,,,,
CC00982XX18,64930,false,,,,,,,,,
CC00986AN22,26730,false,,,,,,,,,
CC00986AN22,41730,false,,,,,,,,,
CC00986BN22,26830,false,,,,,,,,,
CC00986BN22,41830,false,,,,,,,,,
CC00987XX23,66031,false,,,,,,,,,
CC00990XX18,70230,false,,,,,,,,,
CC00992XX20,62530,false,,,,,,,,,
CC00997BN25,33630,false,,,,,,,,,
CC00997BN25,56430,false,,,,,,,,,
CC00998AN26,34030,false,,,,,,,,,
CC00998BN26,33930,false,,,,,,,,,
CC01004XX06,51630,false,,,,,,,,,
CC01005XX07,36930,false,,,,,,,,,
CC01005XX07,49930,false,,,,,,,,,
CC01006XX08,38531,false,,,,,,,,,
CC01006XX08,62330,false,,,,,,,,,
CC01007XX09,67630,false,,,,,,,,,
CC01009XX11,39030,false,,,,,,,,,
CC01011XX05,53531,false,,,,,,,,,
CC01011XX05,55231,false,,,,,,,,,
CC01013XX07,71730,false,,,,,,,,,
CC01014XX08,59530,false,,,,,,,,,
CC01015XX09,74130,false,,,,,,,,,
CC01018XX12,46130,false,,,,,,,,,
CC01020XX06,72930,false,,,,,,,,,
CC01023XX09,74030,false,,,,,,,,,
CC01025XX11,50230,false,,,,,,,,,
CC01025XX11,61330,false,,,,,,,,,
CC01032XX10,77330,false,,,,,,,,,
CC01034XX12,51730,false,,,,,,,,,
CC01037XX15,77430,false,,,,,,,,,
CC01038XX16,52230,false,,,,,,,,,
CC01038XX16,67330,false,,,,,,,,,
CC01042XX12,74431,false,,,,,,,,,
CC01044XX14,72531,false,,,,,,,,,
CC01045XX15,54630,false,,,,,,,,,
CC01046XX16,54730,false,,,,,,,,,
CC01053XX06,69230,false,,,,,,,,,
CC01059AN12,72130,false,,,,,,,,,
CC01059BN12,72330,false,,,,,,,,,
CC01059CN12,72230,false,,,,,,,,,
CC01074XX11,63930,false,,,,,,,,,
CC01077XX14,65230,false,,,,,,,,,
CC01080XX09,68030,false,,,,,,,,,
CC01082XX11,68830,false,,,,,,,,,
CC01084XX13,69330,false,,,,,,,,,
CC01093AN14,75130,false,,,,,,,,,
CC01093BN14,75230,false,,,,,,,,,
CC01096XX17,76130,false,,,,,,,,,
