loading Antonis manual QC ...
loading struct pipeline QC ...
checking for t2 ...
tagging blacklisted scans ...
759 scans
647 scans accepted
112 scans rejected
meaning of columns:
   accept       -- all non-nil test columns are TRUE
   tsv          -- TRUE if we have redcap data for this scan
   antonis1     -- serena's scores from 2016
   antonis2     -- antonis' scores from 2016
   antonis3     -- antonis' scores from 2017
   antonis      -- TRUE if median antonis[1-3] >= 2
   blacklist    -- FALSE if subject has been blacklisted
   has_T2       -- TRUE if there's a T2 scan in struct output
   struct_qc_T1 -- TRUE if struct auto QC has T1 output
   struct_qc_T2 -- TRUE if struct auto QC has T2 output
subject,session,accept,tsv,antonis1,antonis2,antonis3,antonis,blacklist,has_T2,struct_qc_T1,struct_qc_T2
CC00501XX06,146500,true,true,,,4,true,,true,true,true,
CC00502XX07,146700,true,true,,,3,true,,true,true,true,
CC00504XX09,146800,true,true,,,4,true,,true,true,true,
CC00505XX10,146900,true,true,,,4,true,,true,true,true,
CC00506XX11,147600,true,true,,,4,true,,true,,,
CC00507XX12,148202,true,true,,,2,true,,true,true,true,
CC00508XX13,148700,true,true,,,3,true,,true,true,true,
CC00509XX14,148800,true,true,,,3,true,,true,true,true,
CC00511XX08,149000,true,true,,,3,true,,true,true,true,
CC00512XX09,150700,true,true,,,3,true,,true,true,true,
CC00513XX10,150000,true,true,,,4,true,,true,true,true,
CC00514XX11,151400,true,true,,,4,true,,true,,,
CC00516XX13,152902,true,true,,,4,true,,true,true,true,
CC00517XX14,145000,true,true,,,4,true,,true,true,true,
CC00517XX14,159200,true,true,,,3,true,,true,true,true,
CC00518XX15,145700,true,true,,,4,true,,true,true,true,
CC00518XX15,166600,true,true,,,4,true,,true,true,true,
CC00520XX09,150201,true,true,,,3,true,,true,true,true,
CC00525XX14,150600,true,true,,,4,true,,true,true,true,
CC00525XX14,165900,true,true,,,4,true,,true,true,true,
CC00526XX15,150500,true,true,,,2,true,,true,true,true,
CC00526XX15,169900,true,true,,,4,true,,true,true,true,
CC00527XX16,150800,false,true,,,,,,false,,,
CC00527XX16,184400,true,true,,,,,,true,true,true,
CC00528XX17,152101,false,true,,,,,,false,,,
CC00528XX17,160600,false,true,,,,,,false,,,
CC00528XX17,183200,true,true,,,,,,true,true,true,
CC00529AN18,151300,true,true,,,3,true,,true,true,true,
CC00529AN18,170000,true,true,,,4,true,,true,true,true,
CC00529BN18,151200,true,true,,,4,true,,true,true,true,
CC00529BN18,160700,false,true,,,,,,false,,,
CC00529BN18,170100,true,true,,,3,true,,true,true,true,
CC00530XX11,152300,true,true,,,2,true,,true,,,
CC00530XX11,153600,true,true,,,2,true,,true,true,true,
CC00530XX11,181301,true,true,,,,,,true,true,true,
CC00532XX13,154200,true,true,,,3,true,,true,true,true,
CC00534XX15,155100,true,true,,,4,true,,true,true,true,
CC00535XX16,155600,true,true,4,4,4,true,,true,,,
CC00536XX17,156900,true,true,,,4,true,,true,true,true,
CC00537XX18,157100,false,false,,,3,true,,,,,
CC00538XX19,157200,true,true,,,3,true,,true,true,true,
CC00540XX13,164400,true,true,,,3,true,,true,true,true,
CC00541XX14,165500,true,true,,,3,true,,true,,,
CC00542XX15,165800,true,true,,,3,true,,true,true,true,
CC00543XX16,166900,true,true,,,3,true,,true,,,
CC00544XX17,169300,true,true,,,4,true,,true,true,true,
CC00545XX18,170400,true,true,,,4,true,,true,true,true,
CC00546XX19,173100,true,true,,,3,true,,true,true,true,
CC00547XX20,157300,true,true,,,4,true,,true,true,true,
CC00548XX21,157400,true,true,,,3,true,,true,true,true,
CC00549XX22,157600,true,true,,,4,true,,true,true,true,
CC00550XX06,157800,true,true,,,3,true,,true,true,true,
CC00551XX07,158001,false,false,,,4,true,,,,,
CC00552XX08,159300,true,true,,,4,true,,true,true,true,
CC00553XX09,159000,true,true,,,4,true,,true,true,true,
CC00554XX10,160200,false,true,,,1,false,,true,true,true,
CC00555XX11,162400,true,true,,,3,true,,true,true,true,
CC00556XX12,162902,true,true,,,4,true,,true,true,true,
CC00557XX13,163400,false,false,,,3,true,,,,,
CC00558XX14,164100,true,true,,,4,true,,true,true,true,
CC00560XX08,159800,true,true,,,4,true,,true,,,
CC00561XX09,159900,true,true,,,3,true,,true,,,
CC00562XX10,153500,false,true,,,,,,false,,,
CC00562XX10,176401,false,true,,,,,,false,,,
CC00562XX10,191900,true,true,,,,,,true,true,true,
CC00563XX11,153900,true,true,,,4,true,,true,true,true,
CC00564XX12,154100,true,true,,,4,true,,true,true,true,
CC00566XX14,164500,true,true,,,4,true,,true,true,true,
CC00568XX16,159500,false,true,,,,,,false,,,
CC00568XX16,183100,false,true,,,,,,false,,,
CC00568XX16,198900,true,true,,,,,,true,true,true,
CC00569XX17,158300,true,true,,,4,true,,true,true,true,
CC00569XX17,170600,true,true,,,4,true,,true,true,true,
CC00570XX10,158900,true,true,,,4,true,,true,true,true,
CC00571AN11,159101,true,true,,,4,true,,true,true,true,
CC00572AN12,161300,true,true,,,3,true,,true,,,
CC00572BN12,161400,true,true,,,4,true,,true,true,true,
CC00572CN12,161200,true,true,,,4,true,,true,true,true,
CC00576XX16,163200,true,true,,,3,true,,true,true,true,
CC00576XX16,178200,true,true,,,,,,true,true,true,
CC00577XX17,180400,true,true,,,,,,true,true,true,
CC00578AN18,164900,true,true,,,4,true,,true,true,true,
CC00578BN18,164800,true,true,,,4,true,,true,true,true,
CC00580XX12,173700,true,true,,,,,,true,true,true,
CC00581XX13,177101,true,true,,,,,,true,true,true,
CC00582XX14,178300,true,true,,,,,,true,true,true,
CC00583XX15,178600,true,true,,,,,,true,true,true,
CC00584XX16,178800,true,true,,,,,,true,true,true,
CC00585XX17,178900,true,true,,,,,,true,true,true,
CC00586XX18,179000,true,true,,,,,,true,true,true,
CC00587XX19,180300,true,true,,,,,,true,true,true,
CC00588XX20,183600,true,true,,,,,,true,true,true,
CC00589XX21,184000,true,true,,,,,,true,true,true,
CC00590XX14,187000,true,true,,,,,,true,true,true,
CC00591XX15,188600,true,true,,,,,,true,,,
CC00592XX16,188800,true,true,,,,,,true,true,true,
CC00593XX17,189401,true,true,,,,,,true,true,true,
CC00594XX18,189800,true,true,,,,,,true,true,true,
CC00595XX19,189900,true,true,,,,,,true,true,true,
CC00596XX20,190100,true,true,,,,,,true,true,true,
CC00597XX21,190200,true,true,,,,,,true,true,true,
CC00598XX22,190300,true,true,,,,,,true,true,true,
CC00600XX06,167800,false,true,,,,,,false,,,
CC00600XX06,175800,true,true,,,,,,true,true,true,
CC00600XX06,192200,true,true,,,,,,true,,,
CC00603XX09,172700,false,false,,,1,false,,,,,
CC00605XX11,172700,false,true,,,,,false,true,true,true,
CC00605XX11,187700,false,true,,,,,false,true,true,true,
CC00607XX13,172401,false,true,,,,,,false,,,
CC00607XX13,179300,true,true,,,,,,true,true,true,
CC00613XX11,177502,false,true,,,,,,false,,,
CC00613XX11,181601,true,true,,,,,,true,true,true,
CC00616XX14,184700,true,true,,,,,,true,true,true,
CC00617XX15,176500,true,true,,,,,,true,true,true,
CC00617XX15,188400,true,true,,,,,,true,true,true,
CC00618XX16,177201,true,true,,,,,,true,true,true,
CC00618XX16,193600,true,true,,,,,,true,,,
CC00620XX10,177500,false,true,,,,,,false,,,
CC00620XX10,210900,true,true,,,,,,true,true,true,
CC00621XX11,177900,true,true,,,,,,true,true,true,
CC00621XX11,195900,true,true,,,,,,true,true,true,
CC00622XX12,181004,false,true,,,,,,false,,,
CC00622XX12,185600,true,true,,,,,,true,true,true,
CC00627XX17,180600,true,true,,,,,,true,true,true,
CC00628XX18,181800,true,true,,,,,,true,true,true,
CC00628XX18,193500,true,true,,,,,,true,true,true,
CC00629XX19,182000,true,true,,,,,,true,true,true,
CC00629XX19,198100,true,true,,,,,,true,true,true,
CC00630XX12,182500,true,true,,,,,,true,,,
CC00632XX14,183300,true,true,,,,,,true,true,true,
CC00632XX14,196000,true,true,,,,,,true,true,true,
CC00634AN16,184100,true,true,,,,,,true,true,true,
CC00637XX19,195700,false,true,,,,,false,true,,,
CC00639XX21,195601,false,true,,,,,,false,,,
CC00639XX21,216800,true,true,,,,,,true,true,true,
CC00642XX16,188100,false,true,,,,,false,false,,,
CC00642XX16,218100,false,true,,,,,false,true,,,
CC00647XX21,190801,true,true,,,,,,true,true,true,
CC00648XX22,191100,true,true,,,,,,true,true,true,
CC00648XX22,204400,true,true,,,,,,true,true,true,
CC00649XX23,191201,true,true,,,,,,true,true,true,
CC00650XX07,191501,false,true,,,,,,false,,,
CC00650XX07,218007,true,true,,,,,,true,true,true,
CC00652XX09,191600,true,true,,,,,,true,true,true,
CC00653XX10,191801,true,true,,,,,,true,true,true,
CC00654XX11,192000,true,true,,,,,,true,true,true,
CC00656XX13,192101,false,true,,,,,,false,,,
CC00656XX13,217601,true,true,,,,,,true,true,true,
CC00657XX14,193700,true,true,,,,,,true,true,true,
CC00657XX14,212200,true,true,,,,,,true,true,true,
CC00660XX09,215900,false,true,,,,,false,true,true,true,
CC00661XX10,195801,true,true,,,,,,true,true,true,
CC00661XX10,209600,true,true,,,,,,true,true,true,
CC00664XX13,195200,true,true,,,,,,true,true,true,
CC00666XX15,198200,true,true,,,,,,true,true,true,
CC00666XX15,212100,true,true,,,,,,true,true,true,
CC00667XX16,196800,true,true,,,,,,true,true,true,
CC00668XX17,220700,false,true,,,,,false,true,,,
CC00669XX18,196700,false,true,,,,,,false,,,
CC00669XX18,214300,true,true,,,,,,true,true,true,
CC00670XX11,197200,true,true,,,,,,true,true,true,
CC00671XX12,197400,true,true,,,,,,true,,,
CC00672AN13,197601,true,true,,,,,,true,true,true,
CC00672AN13,214900,true,true,,,,,,true,,,
CC00672BN13,200000,true,true,,,,,,true,true,true,
CC00672BN13,214800,true,true,,,,,,true,true,true,
CC00675XX16,200100,false,true,,,,,,false,,,
CC00675XX16,219100,true,true,,,,,,true,true,true,
CC00685XX18,205000,false,true,,,,,,false,,,
CC00685XX18,226100,true,true,,,,,,true,true,true,
CC00686XX19,198800,true,true,,,,,,true,true,true,
CC00686XX19,209100,true,true,,,,,,true,true,true,
CC00687XX20,199000,true,true,,,,,,true,true,true,
CC00688XX21,199500,true,true,,,,,,true,true,true,
CC00688XX21,205500,true,true,,,,,,true,true,true,
CC00689XX22,199800,true,true,,,,,,true,true,true,
CC00689XX22,207400,true,true,,,,,,true,true,true,
CC00692XX17,200301,true,true,,,,,,true,,,
CC00693XX18,201000,true,true,,,,,,true,true,true,
CC00694XX19,201800,true,true,,,,,,true,true,true,
CC00694XX19,228100,true,true,,,,,,true,true,true,
CC00695XX20,202600,true,true,,,,,,true,true,true,
CC00698XX23,206500,false,true,,,,,,false,,,
CC00698XX23,220400,true,true,,,,,,true,,,
CC00702AN09,204600,true,true,,,,,,true,true,true,
CC00702BN09,204500,true,true,,,,,,true,true,true,
CC00703XX10,206101,true,true,,,,,,true,true,true,
CC00705XX12,208202,false,true,,,,,,false,,,
CC00705XX12,226000,true,true,,,,,,true,true,true,
CC00708XX15,207500,true,true,,,,,,true,,,
CC00712XX11,213801,false,true,,,,,,false,,,
CC00712XX11,221400,true,true,,,,,,true,,,
CC00712XX11,232701,true,true,,,,,,true,true,true,
CC00713XX12,229000,false,true,,,,,false,true,true,true,
CC00714XX13,240900,false,true,,,,,false,true,true,true,
CC00716XX15,222800,false,true,,,,,false,true,true,true,
CC00718XX17,210400,true,true,,,,,,true,true,true,
CC00718XX17,235300,true,true,,,,,,true,,,
CC00719XX18,210600,true,true,,,,,,true,true,true,
CC00720XX11,211101,true,true,,,,,,true,true,true,
CC00723XX14,211900,true,true,,,,,,true,true,true,
CC00723XX14,224100,true,true,,,,,,true,true,true,
CC00728AN19,214100,true,true,,,,,,true,true,true,
CC00731XX14,214500,true,true,,,,,,true,true,true,
CC00734XX17,216900,true,true,,,,,,true,true,true,
CC00735XX18,222201,true,true,,,,,,true,true,true,
CC00736XX19,247000,false,true,,,,,false,true,,,
CC00737XX20,244300,false,true,,,,,false,true,,,
CC00740XX15,224001,false,true,,,,,,false,,,
CC00740XX15,238400,true,true,,,,,,true,true,true,
CC00744XX19,221001,true,true,,,,,,true,true,true,
CC00747XX22,222000,true,true,,,,,,true,true,true,
CC00747XX22,238600,true,true,,,,,,true,true,true,
CC00749XX24,230201,false,true,,,,,,false,,,
CC00749XX24,2600,true,true,,,,,,true,true,true,
CC00753XX11,223600,true,true,,,,,,true,true,true,
CC00754AN12,223800,true,true,,,,,,true,true,true,
CC00754BN12,223701,true,true,,,,,,true,true,true,
CC00757XX15,12010,true,true,,,,,,true,true,true,
CC00757XX15,233100,false,true,,,,,,false,,,
CC00760XX10,229500,true,true,,,,,,true,true,true,
CC00764AN14,231800,true,true,,,,,,true,true,true,
CC00764BN14,231702,true,true,,,,,,true,true,true,
CC00765XX15,214600,false,true,,,,,,false,,,
CC00765XX15,8210,true,true,,,,,,true,true,true,
CC00766XX16,241201,false,true,,,,,,false,,,
CC00766XX16,4200,true,true,,,,,,true,true,true,
CC00768XX18,236400,true,true,,,,,,true,true,true,
CC00769XX19,241202,false,true,,,,,,false,,,
CC00769XX19,4400,true,true,,,,,,true,,,
CC00769XX19,6410,false,true,,,,,,false,,,
CC00770XX12,1100,true,true,,,,,,true,true,true,
CC00770XX12,238000,true,true,,,,,,true,true,true,
CC00771XX13,17710,true,true,,,,,,true,true,true,
CC00771XX13,245301,false,true,,,,,,false,,,
CC00777XX19,239102,true,true,,,,,,true,true,true,
CC00782XX16,240100,true,true,,,,,,true,true,true,
CC00783XX17,1301,false,true,,,,,,false,,,
CC00783XX17,15910,true,true,,,,,,true,,,
CC00785XX19,240700,true,true,,,,,,true,true,true,
CC00787XX21,1000,false,true,,,,,,false,,,
CC00787XX21,19010,true,true,,,,,,true,true,true,
CC00788XX22,243000,true,true,,,,,,true,true,true,
CC00789XX23,21110,true,true,,,,,,true,,,
CC00789XX23,2901,false,true,,,,,,false,,,
CC00791XX17,27611,true,true,,,,,,true,true,true,
CC00791XX17,2801,false,true,,,,,,false,,,
CC00792XX18,1800,true,true,,,,,,true,true,true,
CC00792XX18,244200,true,true,,,,,,true,true,true,
CC00793XX19,28610,true,true,,,,,,true,,,
CC00793XX19,500,false,true,,,,,,false,,,
CC00797XX23,12110,true,true,,,,,,true,true,true,
CC00797XX23,3500,false,true,,,,,,false,,,
CC00797XX23,6210,true,true,,,,,,true,true,true,
CC00798XX24,245400,true,true,,,,,,true,true,true,
CC00799XX25,23810,true,true,,,,,,true,true,true,
CC00799XX25,4610,false,true,,,,,,false,,,
CC00801XX09,29510,true,true,,,,,,true,true,true,
CC00801XX09,8411,false,true,,,,,,false,,,
CC00802XX10,1000,true,true,,,,,,true,true,true,
CC00802XX10,11210,true,true,,,,,,true,,,
CC00803XX11,2700,true,true,,,,,,true,,,
CC00804XX12,900,true,true,,,,,,true,,,
CC00804XX12,9310,true,true,,,,,,true,true,true,
CC00805XX13,1700,true,true,,,,,,true,true,true,
CC00805XX13,24210,true,true,,,,,,true,true,true,
CC00810XX10,16910,false,true,,,,,,false,,,
CC00810XX10,29010,true,true,,,,,,true,true,true,
CC00811XX11,6310,true,true,,,,,,true,,,
CC00815XX15,20211,false,true,,,,,,false,,,
CC00815XX15,4120,true,true,,,,,,true,true,true,
CC00816XX16,11710,false,true,,,,,,false,,,
CC00816XX16,40010,true,true,,,,,,true,true,true,
CC00818XX18,17210,false,true,,,,,,false,,,
CC00818XX18,28910,false,true,,,,,,false,,,
CC00818XX18,4020,true,true,,,,,,true,true,true,
CC00822XX14,15710,true,true,,,,,,true,true,true,
CC00823XX15,15810,true,true,,,,,,true,true,true,
CC00823XX15,27810,true,true,,,,,,true,,,
CC00824XX16,16310,false,true,,,,,,false,,,
CC00824XX16,38310,true,true,,,,,,true,true,true,
CC00829XX21,17610,true,true,,,,,,true,true,true,
CC00829XX21,27411,true,true,,,,,,true,true,true,
CC00830XX14,18910,true,true,,,,,,true,true,true,
CC00830XX14,30710,true,true,,,,,,true,true,true,
CC00832XX16,24010,false,true,,,,,,false,,,
CC00832XX16,630,true,true,,,,,,true,,,
CC00833XX17,20510,true,true,,,,,,true,true,true,
CC00834XX18,21210,true,true,,,,,,true,true,true,
CC00838XX22,21910,true,true,,,,,,true,true,true,
CC00838XX22,30610,true,true,,,,,,true,true,true,
CC00839XX23,23710,true,true,,,,,,true,,,
CC00840XX16,24910,true,true,,,,,,true,true,true,
CC00843XX19,30010,false,true,,,,,,false,,,
CC00843XX19,4330,true,true,,,,,,true,true,true,
CC00845AN21,26510,true,true,,,,,,true,true,true,
CC00845AN21,32010,true,true,,,,,,true,true,true,
CC00845BN21,26410,true,true,,,,,,true,true,true,
CC00845BN21,32110,true,true,,,,,,true,true,true,
CC00846XX22,26710,true,true,,,,,,true,true,true,
CC00847XX23,26910,true,true,,,,,,true,,,
CC00850XX09,33010,false,true,,,,,,false,,,
CC00850XX09,4930,true,true,,,,,,true,true,true,
CC00851XX10,28110,false,true,,,,,,false,,,
CC00851XX10,42010,true,true,,,,,,true,,,
CC00852XX11,28210,true,true,,,,,,true,true,true,
CC00853XX12,33911,false,true,,,,,,false,,,
CC00853XX12,7330,true,true,,,,,,true,true,true,
CC00854XX13,33310,false,true,,,,,,false,,,
CC00854XX13,41810,true,true,,,,,,true,,,
CC00855XX14,30210,true,true,,,,,,true,true,true,
CC00855XX14,530,true,true,,,,,,true,,,
CC00858XX17,32210,true,true,,,,,,true,true,true,
CC00860XX11,39012,false,true,,,,,,false,,,
CC00860XX11,7030,true,true,,,,,,true,true,true,
CC00863XX14,34810,true,true,,,,,,true,true,true,
CC00867XX18,37111,true,true,,,,,,true,true,true,
CC00867XX18,8930,false,true,,,,,,false,,,
CC00871XX14,38810,true,true,,,,,,true,true,true,
CC00879XX22,1020,false,true,,,,,,false,,,
CC00879XX22,5230,true,true,,,,,,true,,,
CC00879XX22,7430,true,true,,,,,,true,true,true,
CC00885XX20,1520,true,true,,,,,,true,,,
CC00889AN24,2220,true,true,,,,,,true,true,true,
CC00889AN24,9230,false,true,,,,,,false,,,
CC00889BN24,2320,true,true,,,,,,true,true,true,
CC00889BN24,9330,false,true,,,,,,false,,,
CC00894XX21,3020,true,true,,,,,,true,true,true,
CC00907XX16,19230,false,true,,,,,,false,,,
CC00907XX16,4230,true,true,,,,,,true,true,true,
